label,Number of vcis,Operation Type,Message size,Number of entities,Number of communicators,Total message rates,Total bandwidth
pth_vciopt_Ncomm,20,PT2PT,1024,12,12,9.4365,9663.0153
pth_vciopt_Ncomm_nolock,20,PT2PT,1024,12,12,10.7978,11056.9744
abt_vci_1comm_Nes,20,PT2PT,1024,12,1,1.2819,1312.6863
abt_vci_Ncomm_Nes,20,PT2PT,1024,12,12,12.8907,13200.0675
proc,20,PT2PT,1024,13,1,21.1573,21665.0853
pth_novci_1comm,20,PT2PT,1024,13,1,0.2964,303.5315
pth_vciopt_Ncomm,20,PT2PT,1024,13,12,6.9105,7076.3846
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,1024,13,1,1.9967,2044.5734
abt_vci_Ncomm_Nes,20,PT2PT,1024,13,12,12.6346,12937.7908
proc,20,PT2PT,1024,14,1,18.1278,18562.8571
pth_novci_1comm,20,PT2PT,1024,14,1,0.2539,259.9925
pth_vciopt_Ncomm,20,PT2PT,1024,14,12,4.3807,4485.8773
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,1024,14,1,1.635,1674.2412
abt_vci_Ncomm_Nes,20,PT2PT,1024,14,12,8.8279,9039.768
proc,20,PT2PT,1024,15,1,22.8048,23352.1663
pth_novci_1comm,20,PT2PT,1024,15,1,0.2637,269.9919
pth_vciopt_Ncomm,20,PT2PT,1024,15,12,4.8918,5009.1878
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,1024,15,1,1.6277,1666.787
abt_vci_Ncomm_Nes,20,PT2PT,1024,15,12,8.3761,8577.0924
proc,20,PT2PT,1024,16,1,23.6405,24207.8871
pth_novci_1comm,20,PT2PT,1024,16,1,0.2678,274.2425
pth_vciopt_Ncomm,20,PT2PT,1024,16,12,5.1375,5260.7637
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,1024,16,1,1.71,1751.0406
abt_vci_Ncomm_Nes,20,PT2PT,1024,16,12,10.6709,10927.0095
proc,20,PT2PT,4096,1,1,1.6516,6765.0095
pth_novci_1comm,20,PT2PT,4096,1,1,1.5136,6199.6424
pth_vciopt_Ncomm,20,PT2PT,4096,1,12,1.4913,6108.434
pth_vciopt_Ncomm_nolock,20,PT2PT,4096,1,12,1.9919,8158.8072
abt_vci_1comm_Nes,20,PT2PT,4096,1,1,1.6422,6726.3604
abt_vci_Ncomm_Nes,20,PT2PT,4096,1,12,1.6821,6889.7356
proc,20,PT2PT,4096,2,1,1.7049,6983.267
pth_novci_1comm,20,PT2PT,4096,2,1,0.8337,3414.7084
pth_vciopt_Ncomm,20,PT2PT,4096,2,12,1.8004,7374.5432
pth_vciopt_Ncomm_nolock,20,PT2PT,4096,2,12,2.0131,8245.7248
abt_vci_1comm_Nes,20,PT2PT,4096,2,1,1.9809,8113.7693
abt_vci_Ncomm_Nes,20,PT2PT,4096,2,12,1.6866,6908.3636
proc,20,PT2PT,4096,3,1,2.6748,10956.021
pth_novci_1comm,20,PT2PT,4096,3,1,0.399,1634.3794
pth_vciopt_Ncomm,20,PT2PT,4096,3,12,3.6259,14851.6854
pth_vciopt_Ncomm_nolock,20,PT2PT,4096,3,12,4.636,18989.1395
abt_vci_1comm_Nes,20,PT2PT,4096,3,1,1.419,5812.26
abt_vci_Ncomm_Nes,20,PT2PT,4096,3,12,2.1065,8628.2221
proc,20,PT2PT,4096,4,1,3.6264,14853.5388
pth_novci_1comm,20,PT2PT,4096,4,1,0.3592,1471.3929
pth_vciopt_Ncomm,20,PT2PT,4096,4,12,3.5212,14422.9363
pth_vciopt_Ncomm_nolock,20,PT2PT,4096,4,12,3.556,14565.5282
abt_vci_1comm_Nes,20,PT2PT,4096,4,1,0.7957,3259.094
abt_vci_Ncomm_Nes,20,PT2PT,4096,4,12,2.6984,11052.4671
proc,20,PT2PT,4096,5,1,4.2854,17552.8239
pth_novci_1comm,20,PT2PT,4096,5,1,0.2945,1206.3982
pth_vciopt_Ncomm,20,PT2PT,4096,5,12,6.181,25317.4376
pth_vciopt_Ncomm_nolock,20,PT2PT,4096,5,12,6.5181,26698.1879
abt_vci_1comm_Nes,20,PT2PT,4096,5,1,1.274,5218.4728
abt_vci_Ncomm_Nes,20,PT2PT,4096,5,12,3.3737,13818.5103
proc,20,PT2PT,4096,6,1,5.4517,22330.2158
pth_novci_1comm,20,PT2PT,4096,6,1,0.2669,1093.3124
pth_vciopt_Ncomm,20,PT2PT,4096,6,12,3.8312,15692.796
pth_vciopt_Ncomm_nolock,20,PT2PT,4096,6,12,3.9902,16343.7418
abt_vci_1comm_Nes,20,PT2PT,4096,6,1,1.0054,4118.0119
abt_vci_Ncomm_Nes,20,PT2PT,4096,6,12,4.4528,18238.6655
proc,20,PT2PT,4096,7,1,5.8395,23918.5066
pth_novci_1comm,20,PT2PT,4096,7,1,0.2455,1005.6145
pth_vciopt_Ncomm,20,PT2PT,4096,7,12,4.2936,17586.6285
pth_vciopt_Ncomm_nolock,20,PT2PT,4096,7,12,5.0297,20601.7429
abt_vci_1comm_Nes,20,PT2PT,4096,7,1,0.9567,3918.7536
abt_vci_Ncomm_Nes,20,PT2PT,4096,7,12,4.4862,18375.5218
proc,20,PT2PT,4096,8,1,6.9506,28469.6202
pth_novci_1comm,20,PT2PT,4096,8,1,0.2554,1046.281
pth_vciopt_Ncomm,20,PT2PT,4096,8,12,4.873,19959.8765
pth_vciopt_Ncomm_nolock,20,PT2PT,4096,8,12,5.1958,21282.0027
abt_vci_1comm_Nes,20,PT2PT,4096,8,1,1.0375,4249.4411
abt_vci_Ncomm_Nes,20,PT2PT,4096,8,12,5.4057,22141.9269
proc,20,PT2PT,4096,9,1,10.2471,41972.0093
pth_novci_1comm,20,PT2PT,4096,9,1,0.2295,940.2279
pth_vciopt_Ncomm,20,PT2PT,4096,9,12,5.454,22339.4515
pth_vciopt_Ncomm_nolock,20,PT2PT,4096,9,12,5.8112,23802.471
abt_vci_1comm_Nes,20,PT2PT,4096,9,1,0.929,3805.2588
abt_vci_Ncomm_Nes,20,PT2PT,4096,9,12,5.9768,24481.0417
proc,20,PT2PT,4096,10,1,8.6019,35233.2948
pth_novci_1comm,20,PT2PT,4096,10,1,0.236,966.5684
pth_vciopt_Ncomm,20,PT2PT,4096,10,12,5.987,24522.6306
pth_vciopt_Ncomm_nolock,20,PT2PT,4096,10,12,6.1439,25165.4201
abt_vci_1comm_Nes,20,PT2PT,4096,10,1,1.324,5423.235
abt_vci_Ncomm_Nes,20,PT2PT,4096,10,12,6.4382,26371.0354
proc,20,PT2PT,4096,11,1,9.2286,37800.2559
pth_novci_1comm,20,PT2PT,4096,11,1,0.2243,918.5804
pth_vciopt_Ncomm,20,PT2PT,4096,11,12,6.4092,26251.8953
pth_vciopt_Ncomm_nolock,20,PT2PT,4096,11,12,7.0683,28951.6357
abt_vci_1comm_Nes,20,PT2PT,4096,11,1,0.8385,3434.2997
abt_vci_Ncomm_Nes,20,PT2PT,4096,11,12,7.0495,28874.8761
proc,20,PT2PT,4096,12,1,14.7003,60212.6124
pth_novci_1comm,20,PT2PT,4096,12,1,0.2265,927.7208
pth_vciopt_Ncomm,20,PT2PT,4096,12,12,6.8793,28177.5111
pth_vciopt_Ncomm_nolock,20,PT2PT,4096,12,12,7.3134,29955.5784
abt_vci_1comm_Nes,20,PT2PT,4096,12,1,0.8889,3640.8454
abt_vci_Ncomm_Nes,20,PT2PT,4096,12,12,7.4557,30538.4937
proc,20,PT2PT,4096,13,1,10.9555,44873.6395
pth_novci_1comm,20,PT2PT,4096,13,1,0.2147,879.415
pth_vciopt_Ncomm,20,PT2PT,4096,13,12,3.2145,13166.6358
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,4096,13,1,0.9944,4073.1162
abt_vci_Ncomm_Nes,20,PT2PT,4096,13,12,8.0599,33013.4878
proc,20,PT2PT,4096,14,1,11.2713,46167.1776
pth_novci_1comm,20,PT2PT,4096,14,1,0.2252,922.4914
pth_vciopt_Ncomm,20,PT2PT,4096,14,12,3.5354,14480.8258
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,4096,14,1,1.2427,5089.9042
abt_vci_Ncomm_Nes,20,PT2PT,4096,14,12,6.6735,27334.5945
proc,20,PT2PT,4096,15,1,12.3069,50408.92
pth_novci_1comm,20,PT2PT,4096,15,1,0.2219,908.7398
pth_vciopt_Ncomm,20,PT2PT,4096,15,12,3.6546,14969.338
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,4096,15,1,1.3255,5429.2185
abt_vci_Ncomm_Nes,20,PT2PT,4096,15,12,6.976,28573.5137
proc,20,PT2PT,4096,16,1,13.1678,53935.2031
pth_novci_1comm,20,PT2PT,4096,16,1,0.2211,905.4377
pth_vciopt_Ncomm,20,PT2PT,4096,16,12,3.8072,15594.4066
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,4096,16,1,0.8076,3307.9931
abt_vci_Ncomm_Nes,20,PT2PT,4096,16,12,6.222,25485.3567
proc,20,PT2PT,16384,1,1,0.6583,10785.9606
pth_novci_1comm,20,PT2PT,16384,1,1,0.6867,11250.3056
pth_vciopt_Ncomm,20,PT2PT,16384,1,12,0.6813,11162.1029
pth_vciopt_Ncomm_nolock,20,PT2PT,16384,1,12,0.6774,11097.806
abt_vci_1comm_Nes,20,PT2PT,16384,1,1,0.6686,10954.8561
abt_vci_Ncomm_Nes,20,PT2PT,16384,1,12,0.6698,10973.3258
proc,20,PT2PT,16384,2,1,0.5773,9459.257
pth_novci_1comm,20,PT2PT,16384,2,1,0.2061,3376.9232
pth_vciopt_Ncomm,20,PT2PT,16384,2,12,0.9964,16325.4692
pth_vciopt_Ncomm_nolock,20,PT2PT,16384,2,12,1.0266,16820.0378
abt_vci_1comm_Nes,20,PT2PT,16384,2,1,0.6719,11007.7303
abt_vci_Ncomm_Nes,20,PT2PT,16384,2,12,0.6096,9987.6643
proc,20,PT2PT,16384,3,1,0.8293,13586.708
pth_novci_1comm,20,PT2PT,16384,3,1,0.1434,2348.7461
pth_vciopt_Ncomm,20,PT2PT,16384,3,12,1.8204,29825.0723
pth_vciopt_Ncomm_nolock,20,PT2PT,16384,3,12,1.8718,30667.8551
abt_vci_1comm_Nes,20,PT2PT,16384,3,1,0.2704,4431.0172
abt_vci_Ncomm_Nes,20,PT2PT,16384,3,12,0.8343,13668.7362
proc,20,PT2PT,16384,4,1,1.0921,17892.5712
pth_novci_1comm,20,PT2PT,16384,4,1,0.1172,1920.2057
pth_vciopt_Ncomm,20,PT2PT,16384,4,12,1.1281,18482.174
pth_vciopt_Ncomm_nolock,20,PT2PT,16384,4,12,1.9411,31803.1148
abt_vci_1comm_Nes,20,PT2PT,16384,4,1,0.4246,6956.3637
abt_vci_Ncomm_Nes,20,PT2PT,16384,4,12,1.1272,18467.6496
proc,20,PT2PT,16384,5,1,1.3871,22726.1093
pth_novci_1comm,20,PT2PT,16384,5,1,0.109,1786.2487
pth_vciopt_Ncomm,20,PT2PT,16384,5,12,1.3989,22920.3737
pth_vciopt_Ncomm_nolock,20,PT2PT,16384,5,12,3.1311,51299.8435
abt_vci_1comm_Nes,20,PT2PT,16384,5,1,0.3587,5876.7445
abt_vci_Ncomm_Nes,20,PT2PT,16384,5,12,1.4035,22994.7722
proc,20,PT2PT,16384,6,1,1.9572,32066.6267
pth_novci_1comm,20,PT2PT,16384,6,1,0.1063,1742.3361
pth_vciopt_Ncomm,20,PT2PT,16384,6,12,1.6814,27547.4799
pth_vciopt_Ncomm_nolock,20,PT2PT,16384,6,12,1.6719,27392.4453
abt_vci_1comm_Nes,20,PT2PT,16384,6,1,0.3957,6483.9278
abt_vci_Ncomm_Nes,20,PT2PT,16384,6,12,1.6834,27581.1184
proc,20,PT2PT,16384,7,1,1.9403,31789.8398
pth_novci_1comm,20,PT2PT,16384,7,1,0.109,1786.3479
pth_vciopt_Ncomm,20,PT2PT,16384,7,12,1.7828,29209.8086
pth_vciopt_Ncomm_nolock,20,PT2PT,16384,7,12,2.5204,41293.9431
abt_vci_1comm_Nes,20,PT2PT,16384,7,1,0.3716,6088.1637
abt_vci_Ncomm_Nes,20,PT2PT,16384,7,12,1.8994,31119.2786
proc,20,PT2PT,16384,8,1,2.5456,41706.4121
pth_novci_1comm,20,PT2PT,16384,8,1,0.1042,1707.1391
pth_vciopt_Ncomm,20,PT2PT,16384,8,12,2.1213,34755.2205
pth_vciopt_Ncomm_nolock,20,PT2PT,16384,8,12,2.1833,35771.762
abt_vci_1comm_Nes,20,PT2PT,16384,8,1,0.3927,6433.7122
abt_vci_Ncomm_Nes,20,PT2PT,16384,8,12,2.1455,35151.3945
proc,20,PT2PT,16384,9,1,2.3811,39012.7491
pth_novci_1comm,20,PT2PT,16384,9,1,0.0921,1509.6709
pth_vciopt_Ncomm,20,PT2PT,16384,9,12,2.273,37240.9031
pth_vciopt_Ncomm_nolock,20,PT2PT,16384,9,12,2.4238,39711.2621
abt_vci_1comm_Nes,20,PT2PT,16384,9,1,0.2667,4369.6334
abt_vci_Ncomm_Nes,20,PT2PT,16384,9,12,2.3565,38608.4172
proc,20,PT2PT,16384,10,1,2.7337,44788.9199
pth_novci_1comm,20,PT2PT,16384,10,1,0.1049,1719.2334
pth_vciopt_Ncomm,20,PT2PT,16384,10,12,2.6418,43282.6279
pth_vciopt_Ncomm_nolock,20,PT2PT,16384,10,12,2.6527,43461.9396
abt_vci_1comm_Nes,20,PT2PT,16384,10,1,0.2697,4419.0403
abt_vci_Ncomm_Nes,20,PT2PT,16384,10,12,2.649,43401.534
proc,20,PT2PT,16384,11,1,2.9975,49111.0845
pth_novci_1comm,20,PT2PT,16384,11,1,0.0945,1548.413
pth_vciopt_Ncomm,20,PT2PT,16384,11,12,2.8375,46489.6189
pth_vciopt_Ncomm_nolock,20,PT2PT,16384,11,12,2.9132,47729.7716
abt_vci_1comm_Nes,20,PT2PT,16384,11,1,0.262,4293.1343
abt_vci_Ncomm_Nes,20,PT2PT,16384,11,12,2.7722,45420.1621
proc,20,PT2PT,16384,12,1,4.0249,65943.342
pth_novci_1comm,20,PT2PT,16384,12,1,0.0953,1561.2977
pth_vciopt_Ncomm,20,PT2PT,16384,12,12,3.0016,49177.9817
pth_vciopt_Ncomm_nolock,20,PT2PT,16384,12,12,3.1091,50938.6983
abt_vci_1comm_Nes,20,PT2PT,16384,12,1,0.2597,4255.0436
abt_vci_Ncomm_Nes,20,PT2PT,16384,12,12,3.2273,52876.6575
proc,20,PT2PT,16384,13,1,3.3756,55305.6264
pth_novci_1comm,20,PT2PT,16384,13,1,0.0982,1609.1943
pth_vciopt_Ncomm,20,PT2PT,16384,13,12,1.671,27377.8307
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,16384,13,1,0.2885,4726.7148
abt_vci_Ncomm_Nes,20,PT2PT,16384,13,12,3.2495,53240.5331
proc,20,PT2PT,16384,14,1,3.744,61341.8861
pth_novci_1comm,20,PT2PT,16384,14,1,0.0964,1579.872
pth_vciopt_Ncomm,20,PT2PT,16384,14,12,1.2813,20992.8735
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,16384,14,1,0.364,5963.581
abt_vci_Ncomm_Nes,20,PT2PT,16384,14,12,2.36,38666.2619
proc,20,PT2PT,16384,15,1,3.8683,63378.5159
pth_novci_1comm,20,PT2PT,16384,15,1,0.1111,1820.3354
pth_vciopt_Ncomm,20,PT2PT,16384,15,12,1.379,22593.5391
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,16384,15,1,0.2739,4488.3206
abt_vci_Ncomm_Nes,20,PT2PT,16384,15,12,2.1638,35452.2981
proc,20,PT2PT,16384,16,1,4.6244,75765.8045
pth_novci_1comm,20,PT2PT,16384,16,1,0.1064,1743.8142
pth_vciopt_Ncomm,20,PT2PT,16384,16,12,1.5461,25332.1192
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,16384,16,1,0.2658,4355.5672
abt_vci_Ncomm_Nes,20,PT2PT,16384,16,12,2.2588,37008.1137
proc,20,PT2PT,65536,1,1,0.182,11929.8858
pth_novci_1comm,20,PT2PT,65536,1,1,0.1842,12074.5449
pth_vciopt_Ncomm,20,PT2PT,65536,1,12,0.1809,11855.322
pth_vciopt_Ncomm_nolock,20,PT2PT,65536,1,12,0.1933,12666.2372
abt_vci_1comm_Nes,20,PT2PT,65536,1,1,0.1676,10984.7918
abt_vci_Ncomm_Nes,20,PT2PT,65536,1,12,0.167,10941.416
proc,20,PT2PT,65536,2,1,0.1992,13055.9266
pth_novci_1comm,20,PT2PT,65536,2,1,0.1188,7783.3187
pth_vciopt_Ncomm,20,PT2PT,65536,2,12,0.1948,12763.9283
pth_vciopt_Ncomm_nolock,20,PT2PT,65536,2,12,0.2,13107.1126
abt_vci_1comm_Nes,20,PT2PT,65536,2,1,0.166,10877.2206
abt_vci_Ncomm_Nes,20,PT2PT,65536,2,12,0.1908,12507.0978
proc,20,PT2PT,65536,3,1,0.2986,19570.6969
pth_novci_1comm,20,PT2PT,65536,3,1,0.0547,3582.5881
pth_vciopt_Ncomm,20,PT2PT,65536,3,12,0.3853,25252.5813
pth_vciopt_Ncomm_nolock,20,PT2PT,65536,3,12,0.5261,34481.2439
abt_vci_1comm_Nes,20,PT2PT,65536,3,1,0.1629,10674.6641
abt_vci_Ncomm_Nes,20,PT2PT,65536,3,12,0.2802,18364.66
proc,20,PT2PT,65536,4,1,0.3881,25435.3513
pth_novci_1comm,20,PT2PT,65536,4,1,0.0613,4018.2477
pth_vciopt_Ncomm,20,PT2PT,65536,4,12,0.3805,24935.1697
pth_vciopt_Ncomm_nolock,20,PT2PT,65536,4,12,0.39,25558.3498
abt_vci_1comm_Nes,20,PT2PT,65536,4,1,0.0875,5734.3375
abt_vci_Ncomm_Nes,20,PT2PT,65536,4,12,0.3774,24735.645
proc,20,PT2PT,65536,5,1,0.873,57213.4348
pth_novci_1comm,20,PT2PT,65536,5,1,0.0464,3042.28
pth_vciopt_Ncomm,20,PT2PT,65536,5,12,0.4679,30662.6034
pth_vciopt_Ncomm_nolock,20,PT2PT,65536,5,12,0.489,32045.8841
abt_vci_1comm_Nes,20,PT2PT,65536,5,1,0.085,5572.9802
abt_vci_Ncomm_Nes,20,PT2PT,65536,5,12,0.4708,30851.7009
proc,20,PT2PT,65536,6,1,0.5832,38217.3555
pth_novci_1comm,20,PT2PT,65536,6,1,0.0434,2845.2851
pth_vciopt_Ncomm,20,PT2PT,65536,6,12,0.5574,36531.5214
pth_vciopt_Ncomm_nolock,20,PT2PT,65536,6,12,0.5724,37514.1486
abt_vci_1comm_Nes,20,PT2PT,65536,6,1,0.0943,6177.8321
abt_vci_Ncomm_Nes,20,PT2PT,65536,6,12,0.5652,37042.595
proc,20,PT2PT,65536,7,1,0.6884,45114.8013
pth_novci_1comm,20,PT2PT,65536,7,1,0.0436,2854.9971
pth_vciopt_Ncomm,20,PT2PT,65536,7,12,0.6507,42641.3929
pth_vciopt_Ncomm_nolock,20,PT2PT,65536,7,12,0.6511,42667.3991
abt_vci_1comm_Nes,20,PT2PT,65536,7,1,0.0988,6472.5831
abt_vci_Ncomm_Nes,20,PT2PT,65536,7,12,0.6427,42122.8779
proc,20,PT2PT,65536,8,1,0.7867,51556.8903
pth_novci_1comm,20,PT2PT,65536,8,1,0.0444,2910.9884
pth_vciopt_Ncomm,20,PT2PT,65536,8,12,0.7164,46952.2232
pth_vciopt_Ncomm_nolock,20,PT2PT,65536,8,12,0.7324,48000.1101
abt_vci_1comm_Nes,20,PT2PT,65536,8,1,0.1402,9186.327
abt_vci_Ncomm_Nes,20,PT2PT,65536,8,12,0.702,46003.1693
proc,20,PT2PT,65536,9,1,0.8595,56330.9552
pth_novci_1comm,20,PT2PT,65536,9,1,0.0445,2915.5908
pth_vciopt_Ncomm,20,PT2PT,65536,9,12,0.7759,50851.1416
pth_vciopt_Ncomm_nolock,20,PT2PT,65536,9,12,0.7814,51209.4669
abt_vci_1comm_Nes,20,PT2PT,65536,9,1,0.0877,5750.4324
abt_vci_Ncomm_Nes,20,PT2PT,65536,9,12,0.7862,51525.2144
proc,20,PT2PT,65536,10,1,0.9778,64078.0661
pth_novci_1comm,20,PT2PT,65536,10,1,0.0436,2855.1377
pth_vciopt_Ncomm,20,PT2PT,65536,10,12,0.8782,57552.4873
pth_vciopt_Ncomm_nolock,20,PT2PT,65536,10,12,0.8534,55929.8163
abt_vci_1comm_Nes,20,PT2PT,65536,10,1,0.143,9372.0452
abt_vci_Ncomm_Nes,20,PT2PT,65536,10,12,0.8362,54803.9947
proc,20,PT2PT,65536,11,1,1.0563,69226.5905
pth_novci_1comm,20,PT2PT,65536,11,1,0.0443,2903.4309
pth_vciopt_Ncomm,20,PT2PT,65536,11,12,0.8896,58300.0859
pth_vciopt_Ncomm_nolock,20,PT2PT,65536,11,12,0.9775,64058.1823
abt_vci_1comm_Nes,20,PT2PT,65536,11,1,0.0902,5909.8076
abt_vci_Ncomm_Nes,20,PT2PT,65536,11,12,0.9562,62667.3716
proc,20,PT2PT,65536,12,1,1.1194,73362.2722
pth_novci_1comm,20,PT2PT,65536,12,1,0.0434,2844.9695
pth_vciopt_Ncomm,20,PT2PT,65536,12,12,0.8909,58385.0327
pth_vciopt_Ncomm_nolock,20,PT2PT,65536,12,12,1.0777,70626.8583
abt_vci_1comm_Nes,20,PT2PT,65536,12,1,0.1476,9671.8226
abt_vci_Ncomm_Nes,20,PT2PT,65536,12,12,1.0263,67257.1284
proc,20,PT2PT,65536,13,1,1.2092,79244.305
pth_novci_1comm,20,PT2PT,65536,13,1,0.0453,2966.8115
pth_vciopt_Ncomm,20,PT2PT,65536,13,12,0.4502,29507.0264
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,65536,13,1,0.0899,5892.4403
abt_vci_Ncomm_Nes,20,PT2PT,65536,13,12,0.546,35781.9986
proc,20,PT2PT,65536,14,1,1.3021,85337.1857
pth_novci_1comm,20,PT2PT,65536,14,1,0.0472,3092.1199
pth_vciopt_Ncomm,20,PT2PT,65536,14,12,0.4635,30378.4065
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,65536,14,1,0.1135,7437.285
abt_vci_Ncomm_Nes,20,PT2PT,65536,14,12,0.5743,37639.108
proc,20,PT2PT,65536,15,1,1.3916,91200.3407
pth_novci_1comm,20,PT2PT,65536,15,1,0.0465,3045.09
pth_vciopt_Ncomm,20,PT2PT,65536,15,12,0.5012,32847.0425
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,65536,15,1,0.089,5832.1505
abt_vci_Ncomm_Nes,20,PT2PT,65536,15,12,0.6165,40405.2072
proc,20,PT2PT,65536,16,1,1.4676,96177.7997
pth_novci_1comm,20,PT2PT,65536,16,1,0.0462,3025.4552
pth_vciopt_Ncomm,20,PT2PT,65536,16,12,0.5528,36229.2858
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,65536,16,1,0.0978,6410.5359
abt_vci_Ncomm_Nes,20,PT2PT,65536,16,12,0.7248,47502.7108
proc,,PT2PT,1,1,1,4.1281,4.1281
pth_novci_1comm,,PT2PT,1,1,1,3.1841,3.1841
pth_vciopt_Ncomm,20,PT2PT,1,1,18,2.9225,2.9225
pth_vciopt_Ncomm_nolock,20,PT2PT,1,1,18,4.4241,4.4241
abt_vci_1comm_Nes,20,PT2PT,1,1,1,5.1892,5.1892
abt_vci_Ncomm_Nes,20,PT2PT,1,1,18,4.8571,4.8571
proc,20,PT2PT,1,2,1,7.3402,7.3402
pth_novci_1comm,20,PT2PT,1,2,1,1.2046,1.2046
pth_vciopt_Ncomm,20,PT2PT,1,2,18,2.6846,2.6846
pth_vciopt_Ncomm_nolock,20,PT2PT,1,2,18,2.9918,2.9918
abt_vci_1comm_Nes,20,PT2PT,1,2,1,2.8652,2.8652
abt_vci_Ncomm_Nes,20,PT2PT,1,2,18,5.6958,5.6958
proc,20,PT2PT,1,3,1,12.0874,12.0874
pth_novci_1comm,20,PT2PT,1,3,1,0.5278,0.5278
pth_vciopt_Ncomm,20,PT2PT,1,3,18,3.4677,3.4677
pth_vciopt_Ncomm_nolock,20,PT2PT,1,3,18,4.1491,4.1491
abt_vci_1comm_Nes,20,PT2PT,1,3,1,2.4425,2.4425
abt_vci_Ncomm_Nes,20,PT2PT,1,3,18,8.7171,8.7171
proc,20,PT2PT,1,4,1,13.4086,13.4086
pth_novci_1comm,20,PT2PT,1,4,1,0.4384,0.4384
pth_vciopt_Ncomm,20,PT2PT,1,4,18,8.6802,8.6802
pth_vciopt_Ncomm_nolock,20,PT2PT,1,4,18,10.969,10.969
abt_vci_1comm_Nes,20,PT2PT,1,4,1,1.7749,1.7749
abt_vci_Ncomm_Nes,20,PT2PT,1,4,18,5.5626,5.5626
proc,20,PT2PT,1,5,1,18.0935,18.0935
pth_novci_1comm,20,PT2PT,1,5,1,0.3991,0.3991
pth_vciopt_Ncomm,20,PT2PT,1,5,18,5.2773,5.2773
pth_vciopt_Ncomm_nolock,20,PT2PT,1,5,18,6.8122,6.8122
abt_vci_1comm_Nes,20,PT2PT,1,5,1,1.2986,1.2986
abt_vci_Ncomm_Nes,20,PT2PT,1,5,18,6.908,6.908
proc,20,PT2PT,1,6,1,22.1757,22.1757
pth_novci_1comm,20,PT2PT,1,6,1,0.3453,0.3453
pth_vciopt_Ncomm,20,PT2PT,1,6,18,6.6703,6.6703
pth_vciopt_Ncomm_nolock,20,PT2PT,1,6,18,14.25,14.25
abt_vci_1comm_Nes,20,PT2PT,1,6,1,1.9265,1.9265
abt_vci_Ncomm_Nes,20,PT2PT,1,6,18,11.7741,11.7741
proc,20,PT2PT,1,7,1,23.9706,23.9706
pth_novci_1comm,20,PT2PT,1,7,1,0.3001,0.3001
pth_vciopt_Ncomm,20,PT2PT,1,7,18,7.8585,7.8585
pth_vciopt_Ncomm_nolock,20,PT2PT,1,7,18,8.8193,8.8193
abt_vci_1comm_Nes,20,PT2PT,1,7,1,1.7446,1.7446
abt_vci_Ncomm_Nes,20,PT2PT,1,7,18,9.6293,9.6293
proc,20,PT2PT,1,8,1,27.7441,27.7441
pth_novci_1comm,20,PT2PT,1,8,1,0.3075,0.3075
pth_vciopt_Ncomm,20,PT2PT,1,8,18,8.7545,8.7545
pth_vciopt_Ncomm_nolock,20,PT2PT,1,8,18,9.9672,9.9672
abt_vci_1comm_Nes,20,PT2PT,1,8,1,1.72,1.72
abt_vci_Ncomm_Nes,20,PT2PT,1,8,18,10.6367,10.6367
proc,20,PT2PT,1,9,1,30.1505,30.1505
pth_novci_1comm,20,PT2PT,1,9,1,0.2921,0.2921
pth_vciopt_Ncomm,20,PT2PT,1,9,18,9.7346,9.7346
pth_vciopt_Ncomm_nolock,20,PT2PT,1,9,18,12.2654,12.2654
abt_vci_1comm_Nes,20,PT2PT,1,9,1,1.9833,1.9833
abt_vci_Ncomm_Nes,20,PT2PT,1,9,18,10.9061,10.9061
proc,20,PT2PT,1,10,1,31.2236,31.2236
pth_novci_1comm,20,PT2PT,1,10,1,0.2674,0.2674
pth_vciopt_Ncomm,20,PT2PT,1,10,18,10.1786,10.1786
pth_vciopt_Ncomm_nolock,20,PT2PT,1,10,18,11.522,11.522
abt_vci_1comm_Nes,20,PT2PT,1,10,1,1.958,1.958
