label,Number of vcis,Operation Type,Message size,Number of entities,Number of communicators,Total message rates,Total bandwidth
proc,20,PT2PT,4,12,1,44.281,177.1239
pth_novci_1comm,20,PT2PT,4,12,1,0.2737,1.0946
pth_vciopt_Ncomm,20,PT2PT,4,12,12,12.3124,49.2495
pth_vciopt_Ncomm_nolock,20,PT2PT,4,12,12,13.7441,54.9765
abt_vci_1comm_Nes,20,PT2PT,4,12,1,2.9212,11.6849
abt_vci_Ncomm_Nes,20,PT2PT,4,12,12,15.7444,62.9775
proc,20,PT2PT,4,13,1,47.3232,189.293
pth_novci_1comm,20,PT2PT,4,13,1,0.2908,1.1632
pth_vciopt_Ncomm,20,PT2PT,4,13,12,5.4412,21.7647
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,4,13,1,2.8813,11.5254
abt_vci_Ncomm_Nes,20,PT2PT,4,13,12,16.1814,64.7257
proc,20,PT2PT,4,14,1,52.2613,209.0451
pth_novci_1comm,20,PT2PT,4,14,1,0.2803,1.121
pth_vciopt_Ncomm,20,PT2PT,4,14,12,5.4071,21.6283
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,4,14,1,2.1358,8.5432
abt_vci_Ncomm_Nes,20,PT2PT,4,14,12,14.0943,56.3771
proc,20,PT2PT,4,15,1,42.4307,169.723
pth_novci_1comm,20,PT2PT,4,15,1,0.3083,1.2332
pth_vciopt_Ncomm,20,PT2PT,4,15,12,5.247,20.9879
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,4,15,1,2.8095,11.2379
abt_vci_Ncomm_Nes,20,PT2PT,4,15,12,19.8032,79.213
proc,20,PT2PT,4,16,1,54.2535,217.014
pth_novci_1comm,20,PT2PT,4,16,1,0.2713,1.0852
pth_vciopt_Ncomm,20,PT2PT,4,16,12,5.9519,23.8078
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,4,16,1,2.7494,10.9977
abt_vci_Ncomm_Nes,20,PT2PT,4,16,12,20.93,83.72
proc,20,PT2PT,16,1,1,4.3012,68.82
pth_novci_1comm,20,PT2PT,16,1,1,2.7138,43.4203
pth_vciopt_Ncomm,20,PT2PT,16,1,12,2.6736,42.7779
pth_vciopt_Ncomm_nolock,20,PT2PT,16,1,12,6.2872,100.5949
abt_vci_1comm_Nes,20,PT2PT,16,1,1,5.1734,82.7747
abt_vci_Ncomm_Nes,20,PT2PT,16,1,12,5.2894,84.6311
proc,20,PT2PT,16,2,1,7.6908,123.0523
pth_novci_1comm,20,PT2PT,16,2,1,1.3202,21.1233
pth_vciopt_Ncomm,20,PT2PT,16,2,12,3.6897,59.0358
pth_vciopt_Ncomm_nolock,20,PT2PT,16,2,12,6.1838,98.9403
abt_vci_1comm_Nes,20,PT2PT,16,2,1,3.4523,55.2369
abt_vci_Ncomm_Nes,20,PT2PT,16,2,12,4.2778,68.4452
proc,20,PT2PT,16,3,1,11.4325,182.9202
pth_novci_1comm,20,PT2PT,16,3,1,0.5335,8.5359
pth_vciopt_Ncomm,20,PT2PT,16,3,12,6.4892,103.8274
pth_vciopt_Ncomm_nolock,20,PT2PT,16,3,12,8.4619,135.3903
abt_vci_1comm_Nes,20,PT2PT,16,3,1,2.0252,32.4026
abt_vci_Ncomm_Nes,20,PT2PT,16,3,12,6.54,104.6402
proc,20,PT2PT,16,4,1,15.5264,248.4231
pth_novci_1comm,20,PT2PT,16,4,1,0.463,7.4088
pth_vciopt_Ncomm,20,PT2PT,16,4,12,5.6085,89.7364
pth_vciopt_Ncomm_nolock,20,PT2PT,16,4,12,8.8583,141.7326
abt_vci_1comm_Nes,20,PT2PT,16,4,1,1.4728,23.5654
abt_vci_Ncomm_Nes,20,PT2PT,16,4,12,5.5142,88.2264
proc,20,PT2PT,16,5,1,18.883,302.1287
pth_novci_1comm,20,PT2PT,16,5,1,0.3679,5.8865
pth_vciopt_Ncomm,20,PT2PT,16,5,12,10.6599,170.5592
pth_vciopt_Ncomm_nolock,20,PT2PT,16,5,12,7.3314,117.3021
abt_vci_1comm_Nes,20,PT2PT,16,5,1,1.5409,24.6545
abt_vci_Ncomm_Nes,20,PT2PT,16,5,12,7.803,124.8482
proc,20,PT2PT,16,6,1,21.1808,338.8929
pth_novci_1comm,20,PT2PT,16,6,1,0.3673,5.8774
pth_vciopt_Ncomm,20,PT2PT,16,6,12,6.2535,100.0567
pth_vciopt_Ncomm_nolock,20,PT2PT,16,6,12,7.911,126.5765
abt_vci_1comm_Nes,20,PT2PT,16,6,1,1.8351,29.362
abt_vci_Ncomm_Nes,20,PT2PT,16,6,12,12.0492,192.7879
proc,20,PT2PT,16,7,1,26.2301,419.6819
pth_novci_1comm,20,PT2PT,16,7,1,0.3216,5.145
pth_vciopt_Ncomm,20,PT2PT,16,7,12,7.5806,121.2901
pth_vciopt_Ncomm_nolock,20,PT2PT,16,7,12,9.0751,145.2023
abt_vci_1comm_Nes,20,PT2PT,16,7,1,1.7964,28.7429
abt_vci_Ncomm_Nes,20,PT2PT,16,7,12,9.4605,151.3688
proc,20,PT2PT,16,8,1,28.0781,449.2492
pth_novci_1comm,20,PT2PT,16,8,1,0.2926,4.6809
pth_vciopt_Ncomm,20,PT2PT,16,8,12,8.227,131.6322
pth_vciopt_Ncomm_nolock,20,PT2PT,16,8,12,11.0731,177.169
abt_vci_1comm_Nes,20,PT2PT,16,8,1,1.8841,30.1449
abt_vci_Ncomm_Nes,20,PT2PT,16,8,12,11.2474,179.959
proc,20,PT2PT,16,9,1,31.6323,506.1174
pth_novci_1comm,20,PT2PT,16,9,1,0.2876,4.6008
pth_vciopt_Ncomm,20,PT2PT,16,9,12,9.6404,154.2462
pth_vciopt_Ncomm_nolock,20,PT2PT,16,9,12,11.1426,178.2817
abt_vci_1comm_Nes,20,PT2PT,16,9,1,2.2153,35.4446
abt_vci_Ncomm_Nes,20,PT2PT,16,9,12,12.9822,207.7158
proc,20,PT2PT,16,10,1,36.1078,577.7247
pth_novci_1comm,20,PT2PT,16,10,1,0.2992,4.7875
pth_vciopt_Ncomm,20,PT2PT,16,10,12,10.4215,166.7439
pth_vciopt_Ncomm_nolock,20,PT2PT,16,10,12,12.5715,201.1437
abt_vci_1comm_Nes,20,PT2PT,16,10,1,2.8778,46.0452
abt_vci_Ncomm_Nes,20,PT2PT,16,10,12,13.2727,212.3638
proc,20,PT2PT,16,11,1,38.4423,615.0762
pth_novci_1comm,20,PT2PT,16,11,1,0.2895,4.6325
pth_vciopt_Ncomm,20,PT2PT,16,11,12,11.9484,191.1738
pth_vciopt_Ncomm_nolock,20,PT2PT,16,11,12,13.47,215.5195
abt_vci_1comm_Nes,20,PT2PT,16,11,1,2.4839,39.7424
abt_vci_Ncomm_Nes,20,PT2PT,16,11,12,14.6251,234.002
proc,20,PT2PT,16,12,1,40.271,644.3352
pth_novci_1comm,20,PT2PT,16,12,1,0.2753,4.4054
pth_vciopt_Ncomm,20,PT2PT,16,12,12,12.7823,204.5168
pth_vciopt_Ncomm_nolock,20,PT2PT,16,12,12,14.0273,224.4361
abt_vci_1comm_Nes,20,PT2PT,16,12,1,2.6062,41.6988
abt_vci_Ncomm_Nes,20,PT2PT,16,12,12,15.1979,243.1671
proc,20,PT2PT,16,13,1,38.129,610.0633
pth_novci_1comm,20,PT2PT,16,13,1,0.2789,4.4618
pth_vciopt_Ncomm,20,PT2PT,16,13,12,7.6233,121.9724
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,16,13,1,2.4589,39.3427
abt_vci_Ncomm_Nes,20,PT2PT,16,13,12,14.1995,227.1919
proc,20,PT2PT,16,14,1,42.3701,677.922
pth_novci_1comm,20,PT2PT,16,14,1,0.2791,4.4661
pth_vciopt_Ncomm,20,PT2PT,16,14,12,5.6859,90.9745
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,16,14,1,2.3902,38.2426
abt_vci_Ncomm_Nes,20,PT2PT,16,14,12,11.2936,180.6977
proc,20,PT2PT,16,15,1,49.723,795.568
pth_novci_1comm,20,PT2PT,16,15,1,0.297,4.7527
pth_vciopt_Ncomm,20,PT2PT,16,15,12,5.9001,94.4011
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,16,15,1,2.1351,34.1618
abt_vci_Ncomm_Nes,20,PT2PT,16,15,12,20.1815,322.904
proc,20,PT2PT,16,16,1,50.0137,800.2199
pth_novci_1comm,20,PT2PT,16,16,1,0.2582,4.1315
pth_vciopt_Ncomm,20,PT2PT,16,16,12,5.6292,90.0672
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,16,16,1,3.0288,48.4614
abt_vci_Ncomm_Nes,20,PT2PT,16,16,12,14.3663,229.8611
proc,20,PT2PT,64,1,1,3.3296,213.092
pth_novci_1comm,20,PT2PT,64,1,1,2.7261,174.4706
pth_vciopt_Ncomm,20,PT2PT,64,1,12,4.0269,257.7193
pth_vciopt_Ncomm_nolock,20,PT2PT,64,1,12,3.3022,211.3435
abt_vci_1comm_Nes,20,PT2PT,64,1,1,4.1759,267.2571
abt_vci_Ncomm_Nes,20,PT2PT,64,1,12,4.2736,273.5082
proc,20,PT2PT,64,2,1,4.6521,297.7327
pth_novci_1comm,20,PT2PT,64,2,1,1.2593,80.5921
pth_vciopt_Ncomm,20,PT2PT,64,2,12,4.4897,287.3386
pth_vciopt_Ncomm_nolock,20,PT2PT,64,2,12,5.9638,381.6851
abt_vci_1comm_Nes,20,PT2PT,64,2,1,2.4334,155.7356
abt_vci_Ncomm_Nes,20,PT2PT,64,2,12,4.6142,295.3111
proc,20,PT2PT,64,3,1,8.4225,539.0422
pth_novci_1comm,20,PT2PT,64,3,1,0.5474,35.0346
pth_vciopt_Ncomm,20,PT2PT,64,3,12,5.7214,366.1716
pth_vciopt_Ncomm_nolock,20,PT2PT,64,3,12,7.1309,456.3766
abt_vci_1comm_Nes,20,PT2PT,64,3,1,2.7893,178.5181
abt_vci_Ncomm_Nes,20,PT2PT,64,3,12,4.7944,306.8419
proc,20,PT2PT,64,4,1,14.2474,911.8323
pth_novci_1comm,20,PT2PT,64,4,1,0.4291,27.462
pth_vciopt_Ncomm,20,PT2PT,64,4,12,8.21,525.4431
pth_vciopt_Ncomm_nolock,20,PT2PT,64,4,12,9.4701,606.0884
abt_vci_1comm_Nes,20,PT2PT,64,4,1,1.3694,87.6433
abt_vci_Ncomm_Nes,20,PT2PT,64,4,12,5.7381,367.2391
proc,20,PT2PT,64,5,1,16.4866,1055.142
pth_novci_1comm,20,PT2PT,64,5,1,0.365,23.3604
pth_vciopt_Ncomm,20,PT2PT,64,5,12,9.5001,608.0086
pth_vciopt_Ncomm_nolock,20,PT2PT,64,5,12,8.7313,558.801
abt_vci_1comm_Nes,20,PT2PT,64,5,1,1.2955,82.9111
abt_vci_Ncomm_Nes,20,PT2PT,64,5,12,6.1866,395.9423
proc,20,PT2PT,64,6,1,13.4963,863.7626
pth_novci_1comm,20,PT2PT,64,6,1,0.3594,22.9995
pth_vciopt_Ncomm,20,PT2PT,64,6,12,7.2575,464.4788
pth_vciopt_Ncomm_nolock,20,PT2PT,64,6,12,12.8883,824.849
abt_vci_1comm_Nes,20,PT2PT,64,6,1,2.0599,131.8362
abt_vci_Ncomm_Nes,20,PT2PT,64,6,12,7.8574,502.8756
proc,20,PT2PT,64,7,1,23.3308,1493.1722
pth_novci_1comm,20,PT2PT,64,7,1,0.3254,20.8273
pth_vciopt_Ncomm,20,PT2PT,64,7,12,7.2791,465.8611
pth_vciopt_Ncomm_nolock,20,PT2PT,64,7,12,8.4007,537.6442
abt_vci_1comm_Nes,20,PT2PT,64,7,1,2.1698,138.8702
abt_vci_Ncomm_Nes,20,PT2PT,64,7,12,11.08,709.1216
proc,20,PT2PT,64,8,1,19.8984,1273.4959
pth_novci_1comm,20,PT2PT,64,8,1,0.3067,19.631
pth_vciopt_Ncomm,20,PT2PT,64,8,12,7.7854,498.2664
pth_vciopt_Ncomm_nolock,20,PT2PT,64,8,12,10.0554,643.5429
abt_vci_1comm_Nes,20,PT2PT,64,8,1,1.8764,120.087
abt_vci_Ncomm_Nes,20,PT2PT,64,8,12,9.5832,613.3255
proc,20,PT2PT,64,9,1,28.6747,1835.1821
pth_novci_1comm,20,PT2PT,64,9,1,0.2743,17.5536
pth_vciopt_Ncomm,20,PT2PT,64,9,12,9.1256,584.037
pth_vciopt_Ncomm_nolock,20,PT2PT,64,9,12,10.456,669.1841
abt_vci_1comm_Nes,20,PT2PT,64,9,1,1.8539,118.6504
abt_vci_Ncomm_Nes,20,PT2PT,64,9,12,10.557,675.6492
proc,20,PT2PT,64,10,1,19.9974,1279.8356
pth_novci_1comm,20,PT2PT,64,10,1,0.2656,16.9962
pth_vciopt_Ncomm,20,PT2PT,64,10,12,10.5528,675.3777
pth_vciopt_Ncomm_nolock,20,PT2PT,64,10,12,12.2761,785.671
abt_vci_1comm_Nes,20,PT2PT,64,10,1,2.2703,145.297
abt_vci_Ncomm_Nes,20,PT2PT,64,10,12,11.8103,755.8616
proc,20,PT2PT,64,11,1,22.9511,1468.871
pth_novci_1comm,20,PT2PT,64,11,1,0.2809,17.9787
pth_vciopt_Ncomm,20,PT2PT,64,11,12,11.2381,719.2416
pth_vciopt_Ncomm_nolock,20,PT2PT,64,11,12,13.0199,833.2757
abt_vci_1comm_Nes,20,PT2PT,64,11,1,2.3108,147.8897
abt_vci_Ncomm_Nes,20,PT2PT,64,11,12,12.3142,788.108
proc,20,PT2PT,64,12,1,21.7866,1394.3419
pth_novci_1comm,20,PT2PT,64,12,1,0.2655,16.9913
pth_vciopt_Ncomm,20,PT2PT,64,12,12,12.7428,815.5388
pth_vciopt_Ncomm_nolock,20,PT2PT,64,12,12,13.6615,874.3365
abt_vci_1comm_Nes,20,PT2PT,64,12,1,2.5858,165.4935
abt_vci_Ncomm_Nes,20,PT2PT,64,12,12,14.1456,905.3212
proc,20,PT2PT,64,13,1,33.1596,2122.2118
pth_novci_1comm,20,PT2PT,64,13,1,0.2641,16.9016
pth_vciopt_Ncomm,20,PT2PT,64,13,12,4.502,288.1272
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,64,13,1,2.1399,136.9516
abt_vci_Ncomm_Nes,20,PT2PT,64,13,12,9.9302,635.5358
proc,20,PT2PT,64,14,1,40.1488,2569.5219
pth_novci_1comm,20,PT2PT,64,14,1,0.2641,16.9
pth_vciopt_Ncomm,20,PT2PT,64,14,12,4.8944,313.2386
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,64,14,1,2.0308,129.9708
abt_vci_Ncomm_Nes,20,PT2PT,64,14,12,17.3056,1107.5572
proc,20,PT2PT,64,15,1,34.9674,2237.9109
pth_novci_1comm,20,PT2PT,64,15,1,0.2725,17.437
pth_vciopt_Ncomm,20,PT2PT,64,15,12,4.6935,300.3834
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,64,15,1,2.4053,153.9401
abt_vci_Ncomm_Nes,20,PT2PT,64,15,12,18.3351,1173.4448
proc,20,PT2PT,64,16,1,39.1301,2504.3262
pth_novci_1comm,20,PT2PT,64,16,1,0.2635,16.8632
pth_vciopt_Ncomm,20,PT2PT,64,16,12,5.5573,355.6702
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,64,16,1,2.5839,165.3712
abt_vci_Ncomm_Nes,20,PT2PT,64,16,12,18.0648,1156.15
proc,20,PT2PT,256,1,1,3.2088,821.4639
pth_novci_1comm,20,PT2PT,256,1,1,2.9733,761.1558
pth_vciopt_Ncomm,20,PT2PT,256,1,12,3.5415,906.626
pth_vciopt_Ncomm_nolock,20,PT2PT,256,1,12,5.2234,1337.1903
abt_vci_1comm_Nes,20,PT2PT,256,1,1,2.6894,688.4911
abt_vci_Ncomm_Nes,20,PT2PT,256,1,12,3.5485,908.4228
proc,20,PT2PT,256,2,1,4.33,1108.4742
pth_novci_1comm,20,PT2PT,256,2,1,1.204,308.23
pth_vciopt_Ncomm,20,PT2PT,256,2,12,3.5779,915.9352
pth_vciopt_Ncomm_nolock,20,PT2PT,256,2,12,4.0728,1042.6345
abt_vci_1comm_Nes,20,PT2PT,256,2,1,3.6353,930.6294
abt_vci_Ncomm_Nes,20,PT2PT,256,2,12,3.5017,896.4387
proc,20,PT2PT,256,3,1,6.6613,1705.287
pth_novci_1comm,20,PT2PT,256,3,1,0.5043,129.1117
pth_vciopt_Ncomm,20,PT2PT,256,3,12,5.4147,1386.1696
pth_vciopt_Ncomm_nolock,20,PT2PT,256,3,12,7.2986,1868.443
abt_vci_1comm_Nes,20,PT2PT,256,3,1,1.4491,370.9774
abt_vci_Ncomm_Nes,20,PT2PT,256,3,12,3.7145,950.9112
proc,20,PT2PT,256,4,1,8.0137,2051.5018
pth_novci_1comm,20,PT2PT,256,4,1,0.4168,106.6882
pth_vciopt_Ncomm,20,PT2PT,256,4,12,8.0395,2058.1155
pth_vciopt_Ncomm_nolock,20,PT2PT,256,4,12,9.2697,2373.047
abt_vci_1comm_Nes,20,PT2PT,256,4,1,1.5488,396.5011
abt_vci_Ncomm_Nes,20,PT2PT,256,4,12,5.0054,1281.3946
proc,20,PT2PT,256,5,1,13.5099,3458.5312
pth_novci_1comm,20,PT2PT,256,5,1,0.3541,90.6525
pth_vciopt_Ncomm,20,PT2PT,256,5,12,8.9764,2297.9637
pth_vciopt_Ncomm_nolock,20,PT2PT,256,5,12,6.5132,1667.3779
abt_vci_1comm_Nes,20,PT2PT,256,5,1,1.3074,334.6918
abt_vci_Ncomm_Nes,20,PT2PT,256,5,12,7.3394,1878.889
proc,20,PT2PT,256,6,1,12.9482,3314.7445
pth_novci_1comm,20,PT2PT,256,6,1,0.3391,86.8074
pth_vciopt_Ncomm,20,PT2PT,256,6,12,6.4109,1641.1792
pth_vciopt_Ncomm_nolock,20,PT2PT,256,6,12,7.8374,2006.3833
abt_vci_1comm_Nes,20,PT2PT,256,6,1,1.729,442.6363
abt_vci_Ncomm_Nes,20,PT2PT,256,6,12,6.9741,1785.3735
proc,20,PT2PT,256,7,1,18.1148,4637.3882
pth_novci_1comm,20,PT2PT,256,7,1,0.3016,77.2035
pth_vciopt_Ncomm,20,PT2PT,256,7,12,7.4788,1914.5819
pth_vciopt_Ncomm_nolock,20,PT2PT,256,7,12,8.376,2144.2613
abt_vci_1comm_Nes,20,PT2PT,256,7,1,2.0064,513.6452
abt_vci_Ncomm_Nes,20,PT2PT,256,7,12,8.8178,2257.351
proc,20,PT2PT,256,8,1,19.2774,4935.0203
pth_novci_1comm,20,PT2PT,256,8,1,0.2941,75.2824
pth_vciopt_Ncomm,20,PT2PT,256,8,12,7.7873,1993.5444
pth_vciopt_Ncomm_nolock,20,PT2PT,256,8,12,9.7198,2488.2753
abt_vci_1comm_Nes,20,PT2PT,256,8,1,2.0363,521.2828
abt_vci_Ncomm_Nes,20,PT2PT,256,8,12,9.8409,2519.2789
proc,20,PT2PT,256,9,1,17.3069,4430.5683
pth_novci_1comm,20,PT2PT,256,9,1,0.2882,73.7885
pth_vciopt_Ncomm,20,PT2PT,256,9,12,9.0423,2314.8409
pth_vciopt_Ncomm_nolock,20,PT2PT,256,9,12,11.003,2816.7566
abt_vci_1comm_Nes,20,PT2PT,256,9,1,1.7491,447.7586
abt_vci_Ncomm_Nes,20,PT2PT,256,9,12,10.787,2761.4777
proc,20,PT2PT,256,10,1,20.3426,5207.7173
pth_novci_1comm,20,PT2PT,256,10,1,0.2648,67.7948
pth_vciopt_Ncomm,20,PT2PT,256,10,12,9.8163,2512.983
pth_vciopt_Ncomm_nolock,20,PT2PT,256,10,12,11.4904,2941.5551
abt_vci_1comm_Nes,20,PT2PT,256,10,1,2.2274,570.2042
abt_vci_Ncomm_Nes,20,PT2PT,256,10,12,15.4614,3958.1278
proc,20,PT2PT,256,11,1,25.6177,6558.1287
pth_novci_1comm,20,PT2PT,256,11,1,0.3124,79.9857
pth_vciopt_Ncomm,20,PT2PT,256,11,12,10.5444,2699.3573
pth_vciopt_Ncomm_nolock,20,PT2PT,256,11,12,12.5833,3221.3366
abt_vci_1comm_Nes,20,PT2PT,256,11,1,2.0473,524.1148
abt_vci_Ncomm_Nes,20,PT2PT,256,11,12,12.7584,3266.1521
proc,20,PT2PT,256,12,1,23.4817,6011.3274
pth_novci_1comm,20,PT2PT,256,12,1,0.2676,68.5001
pth_vciopt_Ncomm,20,PT2PT,256,12,12,11.4126,2921.6256
pth_vciopt_Ncomm_nolock,20,PT2PT,256,12,12,13.1235,3359.6254
abt_vci_1comm_Nes,20,PT2PT,256,12,1,2.5401,650.2669
abt_vci_Ncomm_Nes,20,PT2PT,256,12,12,12.6456,3237.2719
proc,20,PT2PT,256,13,1,21.5202,5509.1633
pth_novci_1comm,20,PT2PT,256,13,1,0.245,62.7315
pth_vciopt_Ncomm,20,PT2PT,256,13,12,4.6315,1185.6663
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,256,13,1,2.2006,563.3524
abt_vci_Ncomm_Nes,20,PT2PT,256,13,12,16.3332,4181.3066
proc,20,PT2PT,256,14,1,28.7538,7360.9616
pth_novci_1comm,20,PT2PT,256,14,1,0.261,66.8104
pth_vciopt_Ncomm,20,PT2PT,256,14,12,4.7176,1207.711
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,256,14,1,2.437,623.8687
abt_vci_Ncomm_Nes,20,PT2PT,256,14,12,16.1671,4138.77
proc,20,PT2PT,256,15,1,33.1443,8484.9314
pth_novci_1comm,20,PT2PT,256,15,1,0.2782,71.2213
pth_vciopt_Ncomm,20,PT2PT,256,15,12,4.8571,1243.4064
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,256,15,1,1.6685,427.1403
abt_vci_Ncomm_Nes,20,PT2PT,256,15,12,10.5897,2710.9668
proc,20,PT2PT,256,16,1,31.3818,8033.7344
pth_novci_1comm,20,PT2PT,256,16,1,0.3153,80.7164
pth_vciopt_Ncomm,20,PT2PT,256,16,12,5.1988,1330.8861
pth_vciopt_Ncomm_nolock,20,,,,,,
abt_vci_1comm_Nes,20,PT2PT,256,16,1,1.8551,474.8956
abt_vci_Ncomm_Nes,20,PT2PT,256,16,12,19.433,4974.8483
proc,20,PT2PT,1024,1,1,2.4002,2457.8313
pth_novci_1comm,20,PT2PT,1024,1,1,2.2188,2272.0291
pth_vciopt_Ncomm,20,PT2PT,1024,1,12,2.0844,2134.3949
pth_vciopt_Ncomm_nolock,20,PT2PT,1024,1,12,2.6415,2704.8533
abt_vci_1comm_Nes,20,PT2PT,1024,1,1,2.7844,2851.267
abt_vci_Ncomm_Nes,20,PT2PT,1024,1,12,2.3067,2362.1072
proc,20,PT2PT,1024,2,1,3.5671,3652.66
pth_novci_1comm,20,PT2PT,1024,2,1,1.2213,1250.6243
pth_vciopt_Ncomm,20,PT2PT,1024,2,12,2.6148,2677.5221
pth_vciopt_Ncomm_nolock,20,PT2PT,1024,2,12,3.2175,3294.7393
abt_vci_1comm_Nes,20,PT2PT,1024,2,1,3.3142,3393.7124
abt_vci_Ncomm_Nes,20,PT2PT,1024,2,12,3.3638,3444.5233
proc,20,PT2PT,1024,3,1,4.2597,4361.9576
pth_novci_1comm,20,PT2PT,1024,3,1,0.4605,471.5063
pth_vciopt_Ncomm,20,PT2PT,1024,3,12,5.8166,5956.1529
pth_vciopt_Ncomm_nolock,20,PT2PT,1024,3,12,6.3881,6541.4642
abt_vci_1comm_Nes,20,PT2PT,1024,3,1,1.7721,1814.5939
abt_vci_Ncomm_Nes,20,PT2PT,1024,3,12,4.7726,4887.1886
proc,20,PT2PT,1024,4,1,6.6065,6765.0779
pth_novci_1comm,20,PT2PT,1024,4,1,0.3981,407.7039
pth_vciopt_Ncomm,20,PT2PT,1024,4,12,5.7496,5887.6104
pth_vciopt_Ncomm_nolock,20,PT2PT,1024,4,12,6.5103,6666.5751
abt_vci_1comm_Nes,20,PT2PT,1024,4,1,1.4605,1495.5323
abt_vci_Ncomm_Nes,20,PT2PT,1024,4,12,3.5485,3633.6331
proc,20,PT2PT,1024,5,1,6.884,7049.1795
pth_novci_1comm,20,PT2PT,1024,5,1,0.3753,384.3318
pth_vciopt_Ncomm,20,PT2PT,1024,5,12,4.3044,4407.714
pth_vciopt_Ncomm_nolock,20,PT2PT,1024,5,12,4.8301,4946.0154
abt_vci_1comm_Nes,20,PT2PT,1024,5,1,1.2177,1246.9745
abt_vci_Ncomm_Nes,20,PT2PT,1024,5,12,4.82,4935.6748
proc,20,PT2PT,1024,6,1,9.4484,9675.1467
pth_novci_1comm,20,PT2PT,1024,6,1,0.3091,316.568
pth_vciopt_Ncomm,20,PT2PT,1024,6,12,4.7921,4907.1384
pth_vciopt_Ncomm_nolock,20,PT2PT,1024,6,12,5.446,5576.6942
abt_vci_1comm_Nes,20,PT2PT,1024,6,1,1.1869,1215.3805
abt_vci_Ncomm_Nes,20,PT2PT,1024,6,12,5.6014,5735.8089
proc,20,PT2PT,1024,7,1,10.6561,10911.8732
pth_novci_1comm,20,PT2PT,1024,7,1,0.2758,282.4302
pth_vciopt_Ncomm,20,PT2PT,1024,7,12,5.6929,5829.5272
pth_vciopt_Ncomm_nolock,20,PT2PT,1024,7,12,6.2054,6354.2836
abt_vci_1comm_Nes,20,PT2PT,1024,7,1,1.5982,1636.6001
abt_vci_Ncomm_Nes,20,PT2PT,1024,7,12,6.82,6983.7251
proc,20,PT2PT,1024,8,1,13.8894,14222.7604
pth_novci_1comm,20,PT2PT,1024,8,1,0.2769,283.5836
pth_vciopt_Ncomm,20,PT2PT,1024,8,12,6.5407,6697.6675
pth_vciopt_Ncomm_nolock,20,PT2PT,1024,8,12,6.6883,6848.8083
abt_vci_1comm_Nes,20,PT2PT,1024,8,1,1.561,1598.4396
abt_vci_Ncomm_Nes,20,PT2PT,1024,8,12,7.8797,8068.8174
proc,20,PT2PT,1024,9,1,14.0784,14416.3291
pth_novci_1comm,20,PT2PT,1024,9,1,0.2723,278.8424
pth_vciopt_Ncomm,20,PT2PT,1024,9,12,7.6015,7783.902
pth_vciopt_Ncomm_nolock,20,PT2PT,1024,9,12,7.7845,7971.3701
abt_vci_1comm_Nes,20,PT2PT,1024,9,1,1.6266,1665.6881
abt_vci_Ncomm_Nes,20,PT2PT,1024,9,12,8.4705,8673.7895
proc,20,PT2PT,1024,10,1,14.2757,14618.3661
pth_novci_1comm,20,PT2PT,1024,10,1,0.2597,265.8876
pth_vciopt_Ncomm,20,PT2PT,1024,10,12,8.1016,8296.0847
pth_vciopt_Ncomm_nolock,20,PT2PT,1024,10,12,9.0934,9311.6477
abt_vci_1comm_Nes,20,PT2PT,1024,10,1,1.6795,1719.8562
abt_vci_Ncomm_Nes,20,PT2PT,1024,10,12,10.8995,11161.0736
proc,20,PT2PT,1024,11,1,15.2983,15665.4616
pth_novci_1comm,20,PT2PT,1024,11,1,0.2562,262.3299
pth_vciopt_Ncomm,20,PT2PT,1024,11,12,8.4908,8694.5947
pth_vciopt_Ncomm_nolock,20,PT2PT,1024,11,12,9.0096,9225.7998
abt_vci_1comm_Nes,20,PT2PT,1024,11,1,1.2417,1271.4705
abt_vci_Ncomm_Nes,20,PT2PT,1024,11,12,10.3585,10607.0654
proc,20,PT2PT,1024,12,1,18.9997,19455.7006
pth_novci_1comm,20,PT2PT,1024,12,1,0.2787,285.3691
